event_id,timestamp,user,host,files_touched_per_min,new_country,process_chain,cpu_percent,process_chain_length,process_chain_depth,hour_of_day,is_off_hours,label,attack_type
evt_01005,2026-08-04T16:28:12,user_051,ws-21,17.0,0,explorer.exe>winword.exe,17.9,2,1,16,0,0,normal
evt_01006,2026-08-04T16:29:05,user_002,ws-02,28.0,0,explorer.exe>chrome.exe,30.84,2,1,16,0,0,normal
evt_01007,2026-08-04T16:30:46,user_022,ws-22,4.0,0,explorer.exe>outlook.exe,14.19,2,1,16,0,0,normal
evt_01008,2026-08-04T16:32:54,user_053,srv-04,14.0,0,explorer.exe>chrome.exe,35.09,2,1,16,0,0,normal
evt_01009,2026-08-04T16:33:29,user_022,ws-22,2.0,0,explorer.exe>teams.exe,15.93,2,1,16,0,0,normal
evt_01010,2026-08-04T16:41:02,user_051,ws-21,10.0,0,explorer.exe>cmd.exe>python.exe,28.92,3,2,16,0,0,normal
evt_01011,2026-08-04T16:42:01,user_053,ws-23,24.0,0,explorer.exe>chrome.exe,19.82,2,1,16,0,0,normal
evt_01012,2026-08-04T16:43:45,user_020,ws-20,8.0,0,explorer.exe>outlook.exe,27.93,2,1,16,0,0,normal
evt_01013,2026-08-04T16:45:05,user_044,ws-14,5.0,0,explorer.exe>winword.exe,14.9,2,1,16,0,0,normal
evt_01014,2026-08-04T16:47:01,user_058,ws-28,13.0,0,explorer.exe>winword.exe,40.03,2,1,16,0,0,normal
evt_01015,2026-08-04T16:47:17,user_051,ws-21,15.0,0,explorer.exe>code.exe>python.exe,13.77,3,2,16,0,0,normal
evt_01016,2026-08-04T16:50:40,user_051,ws-21,20.0,0,explorer.exe>excel.exe,25.98,2,1,16,0,0,normal
evt_01017,2026-08-04T16:52:41,user_060,ws-30,16.0,0,explorer.exe>teams.exe,16.57,2,1,16,0,0,normal
evt_01018,2026-08-04T16:53:58,user_008,srv-07,10.0,0,explorer.exe>teams.exe,6.84,2,1,16,0,0,normal
evt_01019,2026-08-04T16:54:43,user_051,ws-21,14.0,0,explorer.exe>winword.exe,29.38,2,1,16,0,0,normal
evt_01020,2026-08-04T16:57:43,user_005,ws-05,14.0,0,explorer.exe>chrome.exe,16.07,2,1,16,0,0,normal
evt_01021,2026-08-04T16:59:35,user_039,ws-09,7.0,0,explorer.exe>winword.exe>powershell.exe>cmd.exe>regsvr32.exe,58.53,5,4,16,0,1,macro_malware
evt_01022,2026-08-04T17:02:36,user_016,ws-16,24.0,0,explorer.exe>excel.exe,35.32,2,1,17,0,0,normal
evt_01023,2026-08-04T17:05:14,user_058,ws-28,13.0,0,explorer.exe>outlook.exe,20.58,2,1,17,0,0,normal
evt_01024,2026-08-04T17:06:35,user_031,ws-01,16.0,0,explorer.exe>winword.exe,20.23,2,1,17,0,0,normal
evt_01025,2026-08-04T17:07:14,user_053,ws-24,22.0,0,explorer.exe>chrome.exe,27.06,2,1,17,0,0,normal
evt_01026,2026-08-04T17:10:29,user_019,ws-19,14.0,0,explorer.exe>code.exe>python.exe,11.27,3,2,17,0,0,normal
evt_01027,2026-08-04T17:10:57,user_053,ws-23,23.0,0,explorer.exe>winword.exe,21.59,2,1,17,0,0,normal
evt_01028,2026-08-04T17:11:34,user_015,ws-12,20.0,0,explorer.exe>code.exe>python.exe,21.96,3,2,17,0,0,normal
evt_01029,2026-08-04T17:14:07,user_033,ws-03,14.0,0,explorer.exe>teams.exe,24.66,2,1,17,0,0,normal
evt_01030,2026-08-04T17:15:46,user_053,ws-23,29.0,0,explorer.exe>chrome.exe,28.91,2,1,17,0,0,normal
evt_01031,2026-08-04T17:16:29,user_011,ws-11,14.0,0,explorer.exe>excel.exe,34.69,2,1,17,0,0,normal
evt_01032,2026-08-04T17:18:40,user_009,ws-09,3.0,0,explorer.exe>chrome.exe,24.9,2,1,17,0,0,normal
evt_01033,2026-08-04T17:20:18,user_051,srv-08,15.0,0,explorer.exe>chrome.exe,18.33,2,1,17,0,0,normal
evt_01034,2026-08-04T17:21:36,user_019,ws-19,17.0,0,explorer.exe>cmd.exe>python.exe,16.23,3,2,17,0,0,normal
evt_01035,2026-08-04T17:23:41,user_008,ws-08,20.0,0,explorer.exe>cmd.exe>python.exe,18.68,3,2,17,0,0,normal
evt_01036,2026-08-04T17:23:54,user_038,ws-08,10.0,0,explorer.exe>chrome.exe,1.0,2,1,17,0,0,normal
evt_01037,2026-08-04T17:28:25,user_055,ws-25,2.0,0,explorer.exe>excel.exe,17.95,2,1,17,0,0,normal
evt_01038,2026-08-04T17:28:58,user_032,ws-02,13.0,0,explorer.exe>chrome.exe,36.64,2,1,17,0,0,normal
evt_01039,2026-08-04T17:30:22,user_017,ws-17,7.0,0,explorer.exe>outlook.exe,24.57,2,1,17,0,0,normal
evt_01040,2026-08-04T17:33:47,user_041,ws-11,10.0,0,explorer.exe>excel.exe,13.45,2,1,17,0,0,normal
evt_01041,2026-08-04T17:36:36,user_037,ws-07,21.0,0,explorer.exe>chrome.exe,17.55,2,1,17,0,0,normal
evt_01042,2026-08-04T17:39:58,user_006,ws-06,2607.0,0,explorer.exe>updater.exe,87.68,2,1,17,0,1,ransomware
evt_01043,2026-08-04T17:47:42,user_028,ws-28,13.0,0,explorer.exe>excel.exe,14.89,2,1,17,0,0,normal
evt_01044,2026-08-04T17:47:47,user_003,ws-03,6.0,0,explorer.exe>code.exe>python.exe,12.5,3,2,17,0,0,normal
evt_01045,2026-08-04T17:55:50,user_058,ws-28,11.0,0,explorer.exe>chrome.exe,25.53,2,1,17,0,0,normal
evt_01046,2026-08-04T18:00:22,user_008,ws-08,19.0,0,explorer.exe>outlook.exe,1.0,2,1,18,0,0,normal
evt_01047,2026-08-04T18:25:21,user_053,ws-23,18.0,0,explorer.exe>chrome.exe,30.7,2,1,18,0,0,normal
evt_01048,2026-08-04T18:29:45,user_048,ws-18,21.0,0,explorer.exe>excel.exe,14.54,2,1,18,0,0,normal
evt_01049,2026-08-04T18:30:01,user_020,ws-20,7.0,0,explorer.exe>outlook.exe,27.07,2,1,18,0,0,normal
evt_01050,2026-08-04T18:37:57,user_008,ws-08,16.0,0,explorer.exe>teams.exe,22.24,2,1,18,0,0,normal
evt_01051,2026-08-04T18:48:15,user_001,srv-01,17.0,0,explorer.exe>chrome.exe,24.51,2,1,18,0,0,normal
evt_01052,2026-08-04T18:50:16,user_025,ws-25,13.0,0,explorer.exe>code.exe>node.exe,26.51,3,2,18,0,0,normal
evt_01053,2026-08-04T18:50:58,user_036,srv-01,19.0,0,explorer.exe>teams.exe,27.12,2,1,18,0,0,normal
evt_01054,2026-08-04T18:55:15,user_020,ws-20,8.0,0,explorer.exe>excel.exe,29.28,2,1,18,0,0,normal
evt_01055,2026-08-04T18:56:27,user_035,ws-05,11.0,0,explorer.exe>chrome.exe,13.33,2,1,18,0,0,normal
evt_01056,2026-08-04T18:56:57,user_048,ws-18,21.0,0,explorer.exe>chrome.exe,22.19,2,1,18,0,0,normal
evt_01057,2026-08-04T19:12:55,user_048,ws-18,16.0,0,explorer.exe>code.exe>python.exe,15.71,3,2,19,0,0,normal
evt_01058,2026-08-04T19:18:43,user_041,ws-11,3.0,0,explorer.exe>winword.exe,1.0,2,1,19,0,0,normal
evt_01059,2026-08-04T19:32:35,user_015,ws-15,25.0,0,explorer.exe>chrome.exe,26.93,2,1,19,0,0,normal
evt_01060,2026-08-04T19:34:18,user_048,ws-18,15.0,0,explorer.exe>excel.exe,10.64,2,1,19,0,0,normal
evt_01061,2026-08-04T19:46:13,user_041,ws-11,9.0,0,explorer.exe>chrome.exe,8.48,2,1,19,0,0,normal
evt_01062,2026-08-04T19:46:16,user_015,srv-08,25.0,0,explorer.exe>code.exe>git.exe>ssh.exe,14.24,4,3,19,0,0,normal
evt_01063,2026-08-04T19:51:38,user_008,ws-08,19.0,0,explorer.exe>code.exe>git.exe>ssh.exe,10.78,4,3,19,0,0,normal
evt_01064,2026-08-04T19:56:42,user_060,ws-30,14.0,0,services.exe>svchost.exe,14.66,2,1,19,0,0,normal
evt_01065,2026-08-04T20:06:44,user_037,srv-09,17.0,0,explorer.exe>outlook.exe,23.29,2,1,20,1,0,normal
evt_01066,2026-08-04T21:01:03,user_006,ws-06,6.0,0,services.exe>svchost.exe,25.04,2,1,21,1,0,normal
evt_01067,2026-08-04T21:26:15,user_025,ws-25,24.0,0,explorer.exe>outlook.exe,17.78,2,1,21,1,0,normal
evt_01068,2026-08-04T22:15:48,user_003,ws-03,11.0,0,explorer.exe>excel.exe,21.81,2,1,22,1,0,normal
evt_01069,2026-08-04T22:50:46,user_041,ws-11,8.0,0,explorer.exe>winword.exe,20.43,2,1,22,1,0,normal
evt_01070,2026-08-04T23:16:44,user_048,srv-09,26.0,0,services.exe>svchost.exe,23.31,2,1,23,1,0,normal
evt_01071,2026-08-04T23:19:26,user_041,ws-11,4.0,0,explorer.exe>code.exe>node.exe,15.83,3,2,23,1,0,normal
evt_01072,2026-08-04T23:44:31,user_038,ws-08,10.0,1,explorer.exe>chrome.exe,19.23,2,1,23,1,1,impossible_travel
evt_01073,2026-08-04T23:51:29,user_005,ws-05,16.0,0,explorer.exe>winword.exe,20.35,2,1,23,1,0,normal
evt_01074,2026-08-05T01:03:42,user_048,ws-18,16.0,0,explorer.exe>excel.exe,30.92,2,1,1,1,0,normal
evt_01075,2026-08-05T01:19:35,user_026,ws-26,22.0,0,explorer.exe>teams.exe,16.47,2,1,1,1,0,normal
evt_01076,2026-08-05T01:22:33,user_027,ws-27,8.0,0,explorer.exe>excel.exe,30.31,2,1,1,1,0,normal
evt_01077,2026-08-05T01:24:34,user_058,ws-20,12.0,0,explorer.exe>code.exe>python.exe,4.24,3,2,1,1,0,normal
evt_01078,2026-08-05T01:29:33,user_048,ws-18,13.0,0,explorer.exe>winword.exe,23.3,2,1,1,1,0,normal
evt_01079,2026-08-05T01:59:06,user_036,ws-12,10.0,0,explorer.exe>winword.exe,22.92,2,1,1,1,0,normal
evt_01080,2026-08-05T02:58:37,user_008,ws-08,10.0,0,explorer.exe>teams.exe,22.99,2,1,2,1,0,normal
evt_01081,2026-08-05T03:06:42,user_036,ws-06,13.0,0,explorer.exe>chrome.exe,11.09,2,1,3,1,0,normal
evt_01082,2026-08-05T03:18:49,user_060,ws-30,18.0,1,explorer.exe>chrome.exe,16.53,2,1,3,1,1,impossible_travel
evt_01083,2026-08-05T03:30:37,user_025,srv-08,22.0,0,explorer.exe>code.exe>python.exe,24.94,3,2,3,1,0,normal
evt_01084,2026-08-05T03:37:54,user_044,ws-14,3.0,0,explorer.exe>chrome.exe,25.02,2,1,3,1,0,normal
evt_01085,2026-08-05T03:58:34,user_031,ws-01,19.0,0,explorer.exe>chrome.exe,19.12,2,1,3,1,0,normal
evt_01086,2026-08-05T04:01:22,user_017,ws-17,9.0,0,explorer.exe>winword.exe,5.88,2,1,4,1,0,normal
evt_01087,2026-08-05T04:10:44,user_041,ws-11,7.0,0,explorer.exe>code.exe>python.exe,5.94,3,2,4,1,0,normal
evt_01088,2026-08-05T04:21:47,user_055,ws-22,6.0,0,explorer.exe>teams.exe,24.19,2,1,4,1,0,normal
evt_01089,2026-08-05T04:23:54,user_015,ws-15,22.0,0,explorer.exe>chrome.exe,36.49,2,1,4,1,0,normal
evt_01090,2026-08-05T04:27:41,user_013,srv-08,21.0,1,explorer.exe>chrome.exe,17.29,2,1,4,1,0,normal
evt_01091,2026-08-05T04:30:00,user_052,ws-05,9.0,1,explorer.exe>teams.exe,19.34,2,1,4,1,1,impossible_travel
evt_01092,2026-08-05T04:42:04,user_023,ws-04,20.0,0,explorer.exe>excel.exe,15.24,2,1,4,1,0,normal
evt_01093,2026-08-05T04:44:06,user_041,ws-11,9.0,0,explorer.exe>excel.exe,5.14,2,1,4,1,0,normal
evt_01094,2026-08-05T04:47:06,user_022,ws-22,6.0,0,explorer.exe>chrome.exe,7.9,2,1,4,1,0,normal
evt_01095,2026-08-05T05:08:08,user_052,ws-20,20.0,0,explorer.exe>excel.exe,24.04,2,1,5,1,0,normal
evt_01096,2026-08-05T05:19:42,user_001,ws-01,18.0,0,explorer.exe>cmd.exe>powershell.exe,20.29,3,2,5,1,0,normal
evt_01097,2026-08-05T05:21:47,user_041,ws-11,11.0,0,explorer.exe>cmd.exe>powershell.exe,12.24,3,2,5,1,0,normal
evt_01098,2026-08-05T05:23:19,user_039,ws-09,4.0,0,explorer.exe>teams.exe,5.58,2,1,5,1,0,normal
evt_01099,2026-08-05T05:26:50,user_048,ws-18,14.0,0,explorer.exe>excel.exe,15.45,2,1,5,1,0,normal
evt_01100,2026-08-05T05:38:36,user_025,ws-25,18.0,0,explorer.exe>chrome.exe,31.66,2,1,5,1,0,normal
evt_01101,2026-08-05T05:38:57,user_028,ws-28,14.0,0,explorer.exe>outlook.exe,27.72,2,1,5,1,0,normal
evt_01102,2026-08-05T05:41:00,user_028,ws-28,23.0,0,explorer.exe>teams.exe,41.88,2,1,5,1,0,normal
evt_01103,2026-08-05T05:48:33,user_053,srv-04,21.0,0,explorer.exe>code.exe>python.exe,32.72,3,2,5,1,0,normal
evt_01104,2026-08-05T05:57:49,user_008,ws-08,13.0,0,explorer.exe>excel.exe,28.12,2,1,5,1,0,normal
evt_01105,2026-08-05T06:34:48,user_023,ws-12,20.0,0,services.exe>svchost.exe,22.08,2,1,6,1,0,normal
evt_01106,2026-08-05T07:15:01,user_008,ws-08,11.0,0,explorer.exe>winword.exe,33.06,2,1,7,0,0,normal
evt_01107,2026-08-05T07:16:34,user_060,ws-30,13.0,0,explorer.exe>cmd.exe>powershell.exe,11.62,3,2,7,0,0,normal
evt_01108,2026-08-05T07:18:28,user_005,ws-05,17.0,0,explorer.exe>code.exe>node.exe,19.03,3,2,7,0,0,normal
evt_01109,2026-08-05T07:18:32,user_055,ws-27,268.0,0,explorer.exe>winword.exe,47.67,2,1,7,0,0,normal
evt_01110,2026-08-05T07:18:59,user_010,ws-10,21.0,0,explorer.exe>outlook.exe,35.93,2,1,7,0,0,normal
evt_01111,2026-08-05T07:19:07,user_015,ws-15,175.0,0,explorer.exe>chrome.exe,61.92,2,1,7,0,0,normal
evt_01112,2026-08-05T07:36:57,user_027,ws-27,15.0,0,explorer.exe>code.exe>python.exe,22.82,3,2,7,0,0,normal
evt_01113,2026-08-05T07:37:52,user_015,ws-15,24.0,0,explorer.exe>chrome.exe,28.72,2,1,7,0,0,normal
evt_01114,2026-08-05T07:42:47,user_053,ws-23,22.0,0,explorer.exe>chrome.exe,41.91,2,1,7,0,0,normal
evt_01115,2026-08-05T07:43:02,user_055,ws-25,2.0,0,explorer.exe>code.exe>python.exe,26.47,3,2,7,0,0,normal
evt_01116,2026-08-05T07:46:08,user_008,ws-20,10.0,0,explorer.exe>winword.exe,17.59,2,1,7,0,0,normal
evt_01117,2026-08-05T07:47:45,user_051,ws-21,18.0,1,explorer.exe>code.exe>node.exe,21.72,3,2,7,0,0,normal
evt_01118,2026-08-05T07:47:53,user_055,ws-25,0.0,0,explorer.exe>excel.exe,24.57,2,1,7,0,0,normal
evt_01119,2026-08-05T07:48:28,user_013,ws-13,17.0,0,explorer.exe>chrome.exe,12.08,2,1,7,0,0,normal
evt_01120,2026-08-05T07:51:54,user_041,ws-11,8.0,0,explorer.exe>chrome.exe,8.25,2,1,7,0,0,normal
evt_01121,2026-08-05T08:01:56,user_051,ws-21,22.0,0,explorer.exe>chrome.exe,30.08,2,1,8,0,0,normal
evt_01122,2026-08-05T08:05:07,user_016,ws-16,20.0,0,explorer.exe>winword.exe,17.96,2,1,8,0,0,normal
evt_01123,2026-08-05T08:05:24,user_053,ws-23,17.0,0,explorer.exe>outlook.exe,41.55,2,1,8,0,0,normal
evt_01124,2026-08-05T08:06:40,user_035,ws-05,1792.0,0,services.exe>svchost.exe>enc.exe,71.41,3,2,8,0,1,ransomware
evt_01125,2026-08-05T08:07:30,user_023,ws-23,12.0,0,explorer.exe>winword.exe,18.88,2,1,8,0,0,normal
evt_01126,2026-08-05T08:08:30,user_041,ws-11,8.0,0,explorer.exe>teams.exe,15.58,2,1,8,0,0,normal
evt_01127,2026-08-05T08:11:59,user_022,ws-22,4.0,0,explorer.exe>winword.exe,23.95,2,1,8,0,0,normal
evt_01128,2026-08-05T08:12:04,user_053,ws-23,25.0,0,explorer.exe>winword.exe,27.68,2,1,8,0,0,normal
evt_01129,2026-08-05T08:13:06,user_025,ws-25,15.0,0,explorer.exe>outlook.exe,13.85,2,1,8,0,0,normal
evt_01130,2026-08-05T08:13:42,user_041,ws-11,10.0,1,services.exe>svchost.exe,19.77,2,1,8,0,0,normal
evt_01131,2026-08-05T08:15:40,user_048,ws-18,21.0,0,explorer.exe>chrome.exe,5.28,2,1,8,0,0,normal
evt_01132,2026-08-05T08:19:40,user_032,ws-02,13.0,0,explorer.exe>cmd.exe>python.exe,40.17,3,2,8,0,0,normal
evt_01133,2026-08-05T08:22:28,user_022,ws-22,2.0,0,explorer.exe>outlook.exe,21.13,2,1,8,0,0,normal
evt_01134,2026-08-05T08:24:07,user_016,ws-16,19.0,0,explorer.exe>chrome.exe,21.2,2,1,8,0,0,normal
evt_01135,2026-08-05T08:25:03,user_022,ws-22,1.0,0,explorer.exe>outlook.exe,8.69,2,1,8,0,0,normal
evt_01136,2026-08-05T08:26:45,user_017,ws-17,10.0,0,explorer.exe>chrome.exe,27.44,2,1,8,0,0,normal
evt_01137,2026-08-05T08:31:11,user_058,ws-28,19.0,0,explorer.exe>teams.exe,16.17,2,1,8,0,0,normal
evt_01138,2026-08-05T08:34:52,user_036,ws-06,23.0,0,explorer.exe>excel.exe,13.83,2,1,8,0,0,normal
evt_01139,2026-08-05T08:36:38,user_038,ws-08,11.0,0,explorer.exe>excel.exe,5.26,2,1,8,0,0,normal
evt_01140,2026-08-05T08:43:29,user_011,ws-11,11.0,0,explorer.exe>code.exe>git.exe>ssh.exe,16.4,4,3,8,0,0,normal
evt_01141,2026-08-05T08:49:17,user_022,ws-22,4.0,0,explorer.exe>chrome.exe,31.67,2,1,8,0,0,normal
evt_01142,2026-08-05T08:50:45,user_026,ws-26,18.0,0,explorer.exe>cmd.exe>python.exe,29.83,3,2,8,0,0,normal
evt_01143,2026-08-05T09:04:25,user_048,ws-18,21.0,0,explorer.exe>excel.exe,25.78,2,1,9,0,0,normal
evt_01144,2026-08-05T09:09:30,user_013,ws-13,17.0,0,explorer.exe>code.exe>python.exe,14.24,3,2,9,0,0,normal
evt_01145,2026-08-05T09:11:24,user_008,ws-08,13.0,0,explorer.exe>winword.exe,18.29,2,1,9,0,0,normal
evt_01146,2026-08-05T09:13:35,user_053,ws-23,17.0,0,explorer.exe>code.exe>python.exe,27.77,3,2,9,0,0,normal
evt_01147,2026-08-05T09:15:56,user_022,ws-22,2.0,0,explorer.exe>winword.exe,14.53,2,1,9,0,0,normal
evt_01148,2026-08-05T09:17:57,user_030,ws-25,7.0,0,explorer.exe>outlook.exe,24.94,2,1,9,0,0,normal
evt_01149,2026-08-05T09:18:08,user_057,ws-27,31.0,0,explorer.exe>cmd.exe>python.exe,28.83,3,2,9,0,0,normal
evt_01150,2026-08-05T09:19:51,user_027,ws-27,18.0,0,explorer.exe>winword.exe,23.35,2,1,9,0,0,normal
evt_01151,2026-08-05T09:23:50,user_041,ws-11,7.0,0,explorer.exe>teams.exe,20.11,2,1,9,0,0,normal
evt_01152,2026-08-05T09:23:51,user_032,ws-02,12.0,0,explorer.exe>chrome.exe,28.21,2,1,9,0,0,normal
evt_01153,2026-08-05T09:24:40,user_021,srv-06,7.0,0,explorer.exe>code.exe>python.exe,15.06,3,2,9,0,0,normal
evt_01154,2026-08-05T09:27:19,user_056,ws-26,3.0,0,services.exe>svchost.exe,19.03,2,1,9,0,0,normal
evt_01155,2026-08-05T09:27:28,user_055,ws-25,2.0,0,explorer.exe>winword.exe,15.69,2,1,9,0,0,normal
evt_01156,2026-08-05T09:27:53,user_055,ws-25,1.0,0,explorer.exe>chrome.exe,14.17,2,1,9,0,0,normal
evt_01157,2026-08-05T09:30:10,user_060,ws-30,12.0,0,explorer.exe>winword.exe,11.86,2,1,9,0,0,normal
evt_01158,2026-08-05T09:30:48,user_044,ws-14,15.0,0,explorer.exe>winword.exe,20.19,2,1,9,0,0,normal
evt_01159,2026-08-05T09:35:41,user_057,ws-27,28.0,0,explorer.exe>code.exe>git.exe>ssh.exe,5.03,4,3,9,0,0,normal
evt_01160,2026-08-05T09:35:55,user_023,ws-04,335.0,0,explorer.exe>excel.exe,53.88,2,1,9,0,0,normal
evt_01161,2026-08-05T09:40:01,user_043,ws-13,14.0,0,explorer.exe>winword.exe,16.94,2,1,9,0,0,normal
evt_01162,2026-08-05T09:43:03,user_016,ws-16,10.0,0,explorer.exe>chrome.exe,24.18,2,1,9,0,0,normal
evt_01163,2026-08-05T09:43:57,user_006,ws-06,5.0,0,explorer.exe>chrome.exe,26.25,2,1,9,0,0,normal
evt_01164,2026-08-05T09:45:22,user_048,ws-18,15.0,0,explorer.exe>outlook.exe,23.85,2,1,9,0,0,normal
evt_01165,2026-08-05T09:46:47,user_041,ws-11,10.0,0,explorer.exe>outlook.exe,18.68,2,1,9,0,0,normal
evt_01166,2026-08-05T09:47:51,user_015,ws-09,19.0,0,explorer.exe>winword.exe,23.84,2,1,9,0,0,normal
evt_01167,2026-08-05T09:48:06,user_022,ws-22,5.0,0,explorer.exe>cmd.exe>python.exe,21.48,3,2,9,0,0,normal
evt_01168,2026-08-05T09:48:30,user_005,ws-16,9.0,0,explorer.exe>chrome.exe,5.41,2,1,9,0,0,normal
evt_01169,2026-08-05T09:48:30,user_009,ws-09,5.0,0,explorer.exe>excel.exe,19.61,2,1,9,0,0,normal
evt_01170,2026-08-05T09:49:06,user_053,ws-23,21.0,0,explorer.exe>chrome.exe,30.77,2,1,9,0,0,normal
evt_01171,2026-08-05T09:50:19,user_041,srv-02,3.0,0,explorer.exe>teams.exe,22.73,2,1,9,0,0,normal
evt_01172,2026-08-05T09:51:24,user_048,ws-18,10.0,0,explorer.exe>code.exe>node.exe,25.61,3,2,9,0,0,normal
evt_01173,2026-08-05T09:52:37,user_048,ws-21,16.0,0,explorer.exe>teams.exe,9.99,2,1,9,0,0,normal
evt_01174,2026-08-05T09:58:35,user_025,ws-25,13.0,0,explorer.exe>chrome.exe,28.07,2,1,9,0,0,normal
evt_01175,2026-08-05T09:58:39,user_034,ws-04,19.0,0,explorer.exe>winword.exe,14.49,2,1,9,0,0,normal
evt_01176,2026-08-05T09:58:52,user_026,ws-07,16.0,0,explorer.exe>outlook.exe,32.67,2,1,9,0,0,normal
evt_01177,2026-08-05T10:00:19,user_051,ws-21,17.0,0,explorer.exe>chrome.exe,16.4,2,1,10,0,0,normal
evt_01178,2026-08-05T10:01:43,user_051,ws-21,15.0,0,explorer.exe>chrome.exe,13.17,2,1,10,0,0,normal
evt_01179,2026-08-05T10:02:58,user_033,ws-03,21.0,0,explorer.exe>winword.exe,16.21,2,1,10,0,0,normal
evt_01180,2026-08-05T10:03:08,user_009,ws-09,6.0,0,explorer.exe>outlook.exe,15.73,2,1,10,0,0,normal
evt_01181,2026-08-05T10:06:58,user_009,ws-09,5.0,0,explorer.exe>winword.exe,15.03,2,1,10,0,0,normal
evt_01182,2026-08-05T10:09:41,user_041,ws-11,11.0,0,explorer.exe>chrome.exe,20.34,2,1,10,0,0,normal
evt_01183,2026-08-05T10:11:21,user_048,srv-09,15.0,0,explorer.exe>winword.exe,14.45,2,1,10,0,0,normal
evt_01184,2026-08-05T10:11:44,user_032,srv-03,9.0,0,explorer.exe>excel.exe,13.95,2,1,10,0,0,normal
evt_01185,2026-08-05T10:12:10,user_013,ws-13,27.0,0,explorer.exe>code.exe>python.exe,22.73,3,2,10,0,0,normal
evt_01186,2026-08-05T10:13:10,user_039,ws-09,2.0,0,services.exe>svchost.exe,20.56,2,1,10,0,0,normal
evt_01187,2026-08-05T10:13:17,user_041,srv-02,4.0,0,explorer.exe>code.exe>node.exe,20.81,3,2,10,0,0,normal
evt_01188,2026-08-05T10:14:10,user_045,ws-15,2.0,0,explorer.exe>outlook.exe,26.72,2,1,10,0,0,normal
evt_01189,2026-08-05T10:15:30,user_002,ws-02,27.0,0,explorer.exe>outlook.exe,21.46,2,1,10,0,0,normal
evt_01190,2026-08-05T10:16:23,user_022,ws-22,6.0,0,explorer.exe>chrome.exe,24.07,2,1,10,0,0,normal
evt_01191,2026-08-05T10:17:53,user_032,ws-02,13.0,0,explorer.exe>excel.exe,22.14,2,1,10,0,0,normal
evt_01192,2026-08-05T10:19:24,user_032,ws-02,17.0,0,explorer.exe>outlook.exe,20.6,2,1,10,0,0,normal
evt_01193,2026-08-05T10:22:48,user_060,ws-30,9.0,0,explorer.exe>outlook.exe,10.33,2,1,10,0,0,normal
evt_01194,2026-08-05T10:23:50,user_017,ws-17,15.0,0,explorer.exe>code.exe>python.exe,33.08,3,2,10,0,0,normal
evt_01195,2026-08-05T10:24:06,user_043,ws-13,23.0,0,explorer.exe>cmd.exe>powershell.exe,32.81,3,2,10,0,0,normal
evt_01196,2026-08-05T10:26:20,user_054,ws-24,8.0,0,services.exe>svchost.exe,26.29,2,1,10,0,0,normal
evt_01197,2026-08-05T10:26:40,user_007,ws-07,3.0,0,services.exe>svchost.exe,29.56,2,1,10,0,0,normal
evt_01198,2026-08-05T10:27:05,user_048,srv-09,23.0,0,explorer.exe>winword.exe,19.9,2,1,10,0,0,normal
evt_01199,2026-08-05T10:27:55,user_051,srv-08,19.0,0,services.exe>svchost.exe,28.48,2,1,10,0,0,normal
evt_01200,2026-08-05T10:28:17,user_034,srv-06,272.0,0,explorer.exe>cmd.exe>powershell.exe,54.25,3,2,10,0,0,normal
evt_01201,2026-08-05T10:31:59,user_051,ws-21,16.0,0,explorer.exe>teams.exe,19.97,2,1,10,0,0,normal
evt_01202,2026-08-05T10:33:19,user_051,srv-08,17.0,0,explorer.exe>code.exe>python.exe,23.06,3,2,10,0,0,normal
evt_01203,2026-08-05T10:37:37,user_018,ws-18,11.0,0,explorer.exe>code.exe>python.exe,7.17,3,2,10,0,0,normal
evt_01204,2026-08-05T10:37:41,user_015,ws-15,20.0,0,explorer.exe>outlook.exe,23.52,2,1,10,0,0,normal
evt_01205,2026-08-05T10:38:18,user_059,srv-08,3.0,0,explorer.exe>teams.exe,16.94,2,1,10,0,0,normal
evt_01206,2026-08-05T10:42:50,user_008,ws-08,17.0,0,explorer.exe>chrome.exe,10.29,2,1,10,0,0,normal
evt_01207,2026-08-05T10:46:59,user_044,ws-02,4.0,0,explorer.exe>teams.exe,20.96,2,1,10,0,0,normal
evt_01208,2026-08-05T10:47:54,user_055,ws-25,2.0,0,explorer.exe>winword.exe,20.81,2,1,10,0,0,normal
evt_01209,2026-08-05T10:48:02,user_010,ws-10,21.0,0,explorer.exe>winword.exe,31.77,2,1,10,0,0,normal
evt_01210,2026-08-05T10:49:48,user_040,srv-07,14.0,0,explorer.exe>teams.exe,23.26,2,1,10,0,0,normal
evt_01211,2026-08-05T10:51:24,user_045,srv-01,158.0,0,explorer.exe>excel.exe,46.19,2,1,10,0,0,normal
evt_01212,2026-08-05T10:51:30,user_010,ws-22,25.0,0,explorer.exe>chrome.exe,36.7,2,1,10,0,0,normal
evt_01213,2026-08-05T10:51:43,user_054,ws-24,11.0,0,explorer.exe>code.exe>python.exe,22.37,3,2,10,0,0,normal
evt_01214,2026-08-05T10:52:37,user_052,ws-22,7.0,0,explorer.exe>winword.exe,36.69,2,1,10,0,0,normal
evt_01215,2026-08-05T10:53:34,user_036,ws-06,14.0,0,explorer.exe>teams.exe,18.21,2,1,10,0,0,normal
evt_01216,2026-08-05T10:53:49,user_015,srv-08,16.0,0,explorer.exe>excel.exe,22.61,2,1,10,0,0,normal
